sensitive_feature1,sensitive_feature2,sensitive_feature3,sensitive_feature4
3.8180673122406006,37.67936706542969,10.739114761352539,46.40351104736328
-84.23865509033203,-0.4660052955150604,15.964932441711426,10.861139297485352
49.395263671875,57.73328399658203,15.594046592712402,102.77908325195312
-88.31241607666016,3.039564609527588,18.721750259399414,-2.0387513637542725
175.45220947265625,103.63947296142578,29.80620765686035,119.14861297607422
196.8043365478516,65.39220428466797,20.555856704711914,24.614116668701172
126.5488510131836,23.75301742553711,8.286371231079103,27.85557746887207
-41.901947021484375,11.114873886108398,12.73798656463623,-0.7451210021972656
-212.2636260986328,-1.347886562347412,40.85111618041992,-2.0390307903289795
55.852294921875,79.6820297241211,21.92868423461914,126.11068725585938
100.1488265991211,51.48637008666992,14.883641242980955,60.39920425415039
375.9705505371094,99.71993255615234,31.312509536743164,119.9761199951172
230.99583435058597,74.65228271484375,23.272735595703125,53.15580368041992
188.3418273925781,69.17036437988281,20.504226684570312,61.63656616210938
455.60888671875,52.5552749633789,23.38861846923828,93.84514617919922
316.9165344238281,50.98217010498047,19.12065315246582,44.41047286987305
-103.0608901977539,20.36211585998535,28.18379783630371,0.4730142652988434
-2.243525981903076,20.983497619628906,7.990797519683838,-0.10425923019647597
-206.18382263183597,0.3435063660144806,41.20655059814453,-4.554750442504883
-167.306640625,-1.2011998891830444,32.38430404663086,-1.86077618598938
355.35791015625,52.50628280639648,19.40717315673828,28.938949584960934
125.47127532958984,-0.8843023180961609,2.530207872390747,25.27822113037109
-24.67243957519531,54.462806701660156,17.075334548950195,96.67425537109376
-166.00144958496094,-2.117232084274292,31.87114906311035,16.219242095947266
-189.6204376220703,-0.8123062252998352,37.238372802734375,5.601759433746338
-113.97476959228516,-0.3053115904331207,22.919191360473636,-1.2276449203491209
213.71334838867188,47.61309432983398,16.130023956298828,32.3223876953125
316.82806396484375,85.6041259765625,26.93351173400879,118.13084411621094
-34.034446716308594,56.07394790649414,19.58347511291504,101.97990417480469
-221.5865020751953,0.8808651566505432,44.66574096679688,-5.244242668151856
230.8760070800781,58.97724151611328,19.371898651123047,108.9071807861328
264.58291625976557,84.62165832519531,25.6047477722168,125.99022674560548
-136.97148132324222,12.664856910705565,29.06112670898437,15.387042999267578
263.70541381835943,92.23267364501952,27.290468215942386,88.84097290039062
-121.755126953125,-0.7360233664512634,24.33368492126465,3.4335355758666988
337.6116943359375,93.38312530517578,29.81330490112305,63.23083877563477
168.5033721923828,45.63965606689453,14.318158149719238,55.41727066040039
48.3395881652832,-0.6019858717918396,1.2427153587341309,20.95831680297852
-45.13483047485352,17.845569610595703,17.297103881835938,-0.825727641582489
-31.516925811767575,18.6464900970459,10.925626754760742,79.43502044677734
-208.9320068359375,-1.0765962600708008,40.672767639160156,-1.1770896911621094
186.71514892578125,51.43613815307617,16.44282341003418,38.79497909545898
273.7193603515625,39.89373779296875,16.203485488891598,85.43502044677734
213.5249328613281,58.8887939453125,18.89415168762207,36.60783386230469
-151.02854919433594,3.7369060516357417,30.05316734313965,7.11783504486084
-289.5765075683594,-0.035403814166784286,57.50525665283203,-5.924109935760497
160.75013732910156,11.13932991027832,5.7842350006103525,14.190109252929688
150.3162841796875,74.3525161743164,21.20594024658203,83.91016387939453
59.72420120239258,60.95954513549805,17.485862731933597,87.3782730102539
285.11767578125,37.45133590698242,14.722250938415527,29.01962280273437
134.08906555175778,14.845290184020994,6.694440841674805,23.72419738769531
-84.22572326660156,1.8284618854522705,17.777124404907227,-1.8945757150650024
247.24099731445312,37.70431137084961,15.418476104736328,104.2951431274414
319.14581298828125,109.98748016357422,32.363773345947266,143.23248291015625
408.7955627441406,65.54289245605469,24.55709648132324,56.63283157348633
-22.5278434753418,1.2161575555801392,4.577348709106445,11.377660751342773
-1.9321321249008176,0.509627640247345,1.0017337799072266,17.638273239135742
253.0513153076172,22.97635841369629,12.28869342803955,73.60497283935547
81.11602783203125,5.430524349212647,2.810262441635132,11.941413879394533
510.3067626953125,159.50555419921875,48.69269561767578,142.3926239013672
-127.58745574951172,2.275118827819824,25.99022674560547,-2.677806854248047
-6.535279750823975,24.073917388916016,8.0272216796875,30.878211975097656
450.4738464355469,130.56243896484378,40.28494644165039,189.9734649658203
169.3990936279297,-1.9316920042037964,3.062794685363769,42.17123794555664
166.8414306640625,5.399938583374023,5.725910663604736,34.235355377197266
241.42605590820312,40.45452117919922,14.366755485534668,10.916898727416992
124.13899993896484,23.638790130615234,9.0487699508667,56.8467025756836
-73.66336822509766,8.267539978027344,16.640600204467773,0.2614182531833649
122.96508026123048,41.043418884277344,12.425840377807615,31.09596061706543
140.44606018066406,55.24582290649414,17.62928009033203,24.031103134155273
209.33370971679688,110.20880126953124,30.983116149902344,146.66001892089844
-120.22267150878906,-0.5572968125343323,23.38372230529785,-0.08298322558403015
114.90254974365234,8.134705543518066,5.81814432144165,55.4998664855957
315.8713684082031,89.69725799560547,28.534387588500977,50.02090454101562
74.03325653076172,34.477279663085945,10.032670021057127,62.80064392089844
116.50279998779295,40.1368522644043,12.407943725585938,68.652587890625
-213.9243927001953,1.853342056274414,41.95925903320313,-2.6862685680389404
180.7602081298828,58.36114120483398,17.736251831054688,88.72765350341797
85.7236328125,-1.7858532667160034,1.2189384698867798,28.52743911743164
-205.4892425537109,-1.1489722728729248,39.37446975708008,11.875495910644533
-4.2966651916503915,8.947152137756348,3.1451504230499268,33.363037109375
154.00595092773438,73.22123718261719,20.85557174682617,87.93597412109375
378.4435424804688,84.92644500732422,27.938459396362305,35.63680648803711
35.216732025146484,13.76366901397705,4.275619983673097,3.5318660736083984
486.45098876953125,167.62374877929688,49.19573974609375,182.28045654296875
224.340087890625,78.7724609375,23.51430320739746,66.5115966796875
147.58953857421875,36.6601791381836,12.015217781066895,30.87411689758301
-50.3692398071289,7.565330028533935,10.795233726501463,22.52294540405273
-6.596011638641357,-1.5638920068740845,1.381610870361328,39.86103820800781
-373.5950927734375,19.950307846069336,75.62226867675781,5.670920848846436
-48.98374557495117,-1.5971078872680664,7.922414779663086,26.747182846069336
134.25523376464844,9.577775955200195,4.799261093139648,15.302046775817873
85.39977264404297,17.259918212890625,6.395190715789795,19.18421745300293
-165.96548461914062,7.658019065856934,32.97357940673828,0.9273675680160522
162.30181884765625,27.089435577392575,10.304566383361816,50.35270690917969
-271.5233154296875,21.012250900268555,56.3511962890625,18.36616325378418
99.27982330322266,6.1397743225097665,3.842491149902344,26.59216499328613
-51.85968017578125,47.18220901489258,22.00124931335449,62.52272415161133
-7.241711616516112,-0.8791783452033997,0.6201190948486328,32.424453735351555
